,facility_name,facility_address,rating
468,INTERCONTINENTAL LOS ANGELES DOWNTOWN,900 WILSHIRE BLVD,3.5
469,MC CONNELL'S ICE CREAM,317 S BROADWAY # D4,
470,BODYFACTORY,6366 W SUNSET BLVD,4.0
471,TAKAMI SUSHI & ROBATA REST,811 WILSHIRE BLVD STE 2100,3.5
472,PROSPECT & GOURMANDE,272 S LA CIENGA BLVD,
473,DOMINO'S PIZZA,2324 WHITTIER BLVD,
474,SUBWAY #6516,5300 W CENTURY BLVD,
475,MOO BONG RI,1300 S SAN PEDRO ST STE 201,
476,ROSCOE'S HSE CHICKEN & WAFFL,1514 N GOWER ST,
477,MELODY LOUNGE,939 N HILL ST,4.0
478,EAST LOS ANGELES OCCUPATIONA,2100 MARENGO ST,4.5
479,KRUANG TEDD,5151 HOLLYWOOD BLVD,3.5
480,EL MIRADOR RESTAURANT,1250 S CATALINA ST,
481,SUBWAY SANDWICHES,155 W WASHINGTON BLVD STE G2,
482,STAPLES THE OFFICE SUPER 243,6450 W SUNSET BLVD,
483,SUNSET MOBIL,7100 W SUNSET BLVD,
484,SMITTEN ICE CREAM PREP KITCHEN,10250 SANTA MONICA BLVD # S1825,
485,BROAD GREEN,6555 BARTON AVE FL 2ND,
486,CAFE DAHAB,1638 SAWTELLE BLVD,
487,KITCHEN FAIRE EXPRESS,707 WILSHIRE BLVD,
488,SON OF A GUN,8370 W 3RD ST,4.0
489,OLIO PIZZERIA,317 S BROADWAY STE B6-B7,
491,THE HART & THE HUNTER,7950 MELROSE AVE,
493,CLARK STREET BREAD,317 S BROADWAY # F-3,4.5
494,CA SUSHI TERIYAKI,215 S MEDNIK AVE,
495,HAKATA RAMEN SHIN-SEN-GUMI,1601 SAWTELLE BLVD #101,
496,W HOTEL LOS ANGELES/WESTWOOD,930 HILGARD AVE,
497,MEIZHOU DONGPO,10250 SANTA MONICA BLVD #200A,3.0
498,THE DONUT HOUSE,2294 FIRESTONE BLVD,
499,PANINI KABOB GRILL,10250 SANTA MONICA BLVD # 1590,4.5
500,SUBWAY,2601 S LA BREA AVE,
501,ARCLIGHT CINEMAS,6360 W SUNSET BLVD,4.0
502,BULGOGI HUT,3600 WILSHIRE BLVD # 100C,4.0
504,YUM YUM DONUT SHOP #54,1834 E MARENGO ST,
506,MARIA'S BAKERY,1820 MARENGO ST,
507,PRESS BROTHERS JUICERY,317 S BROADWAY 3 F-2,4.5
508,THAI OCEAN RESTAURANT,747 S VERMONT AVE,3.5
510,"BURGER FACTORY, INC.",2066 W WASHINGTON BLVD,
511,MCDONALD'S #1135,1800 S WESTERN AVE,
512,LOVE BAKED WINGS,7350 MELROSE AVE,4.0
514,GRAND STAR,943 SUN MUN WAY,
515,VALERO,500 S ALAMEDA ST,
516,LENTO MARKET LLC,1288 W SUNSET BLVD,
517,SHAMSHIRI GRILL,1710 WESTWOOD BLVD,
518,EDIBLE ARRANGEMENTS,1055 WILSHIRE BLVD # GN5,2.5
519,NATURES SUNSHINE,357 S BROADWAY,
521,FIESTA FAST FOOD,5532 YORK BLVD,5.0
522,MARIA'S CENTRAL MARKET CAFE,1232 PRODUCE ROW,
523,TACOS GALAN,6707 S BROADWAY,
524,EL NUEVO SONSONATECO RESTAUR,2171 W WASHINGTON BLVD,
526,GRANDMA'S DELI,7300 W SUNSET BLVD STE #M,
527,BLUE BOTTLE COFFEE,300 S BROADWAY,
528,BRYANS BBQ,6333 W 3RD ST STE #740,
529,CHIPOTLE MEXICAN GRILL #758,110 S FAIRFAX AVE STE #12A,
530,USC MAIN KITCHEN-BASEMENT,3607 TROUSDALE PKWY,
531,GALLERIA MARKET,440 S VERMONT AVE,3.5
532,OLYMPIC DONUTS #4,3879 E WHITTIER BLVD,
533,MOUNTAINGATE COUNTRY CLUM,12445 MOUNTAIN GATE,
534,UNITED OIL #188,1467 W SUNSET BLVD,
536,TROY'S BURGERS #10,4805 E VALLEY BLVD,
537,TRADITIONS PUB,3607 TROUSDALE PKWY,
538,MAMA SHELTER RESTAURANT/BAR,6500 SELMA AVE,3.5
539,THAI EAGLE ROX,4601 YORK BLVD,3.0
540,SHAGNHAI BAN JUM,440 S VERMONT AVE STE 102,
541,LA GUERA COMIDA MEXICANA,144 VENICE BLVD,
542,RALPHS MARKET #709,11361 NATIONAL BLVD,
543,GALAE THAI,3353 BARHAM BLVD,
544,ROOFTOP CABANA @ MAMA SHELTER,6500 SELMA AVE,
545,TATSU RAMEN,7111 MELROSE AVE,4.0
546,RED SHELL FOODS,10250 SANTA MONICA BLVD,
548,LOUIGI'S,1644 SAWTELLE BLVD,
549,BELLA PITA,960 GAYLEY AVE,4.0
550,ONE CAFE,3250 WILSHIRE BLVD STE #101A,2.5
551,WHOLE FOODS MARKET,11666 NATIONAL BLVD,3.0
552,MOUNTAINGATE COUNTRY CLUB,12445 MOUNTAIN GATE DR,
553,LARIOS BAKERY,2206 CENTRAL ST,
554,CAFE FELIZ,799 TOWNE AVE,
555,TUPANYOU PIZZA #1,3129 W 8TH ST,
556,SILVERLAKE WINE COMPANY,2395 N GLENDALE BLVD STE A,
557,PANDA  EXPRESS,3607 TROUSDALE PKWY,
558,EL PARAISO BAKERY,3857 E WHITTIER BLVD,
559,SEAFOOD MARKET,1100 N VERMONT AVE STE #12,
560,MCDONALD'S RESTAURANT,988 W SLAUSON AVE,
561,LUKSHON,3239 HELMS AVE,
562,VONS MARKET #2077,3118 S SEPULVEDA BLVD,
563,JOANIE AND LEIGH'S CAKES,2323 ROSCOMARE RD # A,
564,ALFARO'S MARKET,4828 S FIGUEROA ST,
565,GELSON'S MARKET #394,10250 SANTA MONICA BLVD,
566,VEES CAFE,5418 W ADAMS BLVD,
567,7-ELEVEN STORE 37061A,3981 WHITTIER BLVD,
568,GARCIA'S MARKET,1177 W VERNON AVE,
570,JOE'S FALAFEL,3535 CAHUENGA BLVD W STE 105,
571,ENJOYER,6727 S SAN PEDRO ST,
572,SEEDS MARKET PLACE,3607 TROUSDALE PKWY,
574,BLOSSOM,4019 W SUNSET BLVD,
575,PACO'S CANTINA INC,6212 W MANCHESTER AVE,
577,FIRST STREET CUISINE,2200 E 15TH ST,
578,LA FUENTE #6,5550 N FIGUEROA ST,
579,QQ CAFE INTERNATIONAL CUISINE,824 S SAN JULIAN ST,
580,GOLDIES,8422 W 3RD ST,
581,STARBUCKS COFFEE #6688,1601 WILSHIRE BLVD,
582,PALMS RAMEN YUMEYA,11127 PALMS BLVD,
583,PETITE TAQUERIA,755 LA CIENEGA BLVD,
584,SALADFARM,2210 S FIGUEROA ST,
585,LODGE ROOM & CHECKER HALL,104 N AVENUE 56 2ND FL,
586,RESTAURANT POLLO AL CARBON,326 E PICO BLVD,
587,FARSI CAFE,1916 WESTWOOD BLVD,
588,ELISABETH MARKET,4201 S VERMONT AVE,
589,BEVERLY CHEVRON,7020 W BEVERLY BLVD,
590,DENNY'S INC #1728,6100 SUNSET BLVD,
591,BEVERLY ELITE CAFE,7115 BEVERLY BLVD,
592,800 DEGREES DOWN TOWN LACA LLC,800 WILSHIRE BLVD,
593,TAQUERIA EL ATORON,4433 S ALAMEDA ST # B9,
594,PAUL'S SANDWICHES,818 WILSHIRE BLVD STE #A,
595,NICE COFFEE,525 S FLOWER ST,
597,HARVARD WESTLAKE SCHOOL,700 N FARING RD,
598,PIMAI THAI CUISINE,5833 FRANKLIN AVE,
599,SHRINE,2999 W 6TH ST BM,
600,BONAVENTURE BAKE SHOP,404 S FIGUEROA ST,
601,THE DARKROOM KITCHEN,7302 MELROSE AVE,
602,TANG'S DONUTS,5831 FRANKLIN AVE,
604,THE GREYHOUND,5570 N FIGUEROA ST,
605,VEGGIE GRILL - WESTWOOD,10916 LINDBROOK DR,
606,MINISTRY OF COFFEE,1010 GLENDON AVE,
607,ZANKOU-CHICKEN,1716 S SEPULVEDA BLVD,
608,DISCOUNT CLUB,5461 N FIGUEROA ST,
609,RAMIREZ MEAT MARKET,3618 E FOLSOM ST,
610,CREPES DE PARIS,123 S FIGUEROA ST,
611,BIONICOS LA PALAPA #3,5560 N FIGUEROA ST,
612,MIXABOWL,818 WILSHIRE BLVD # B,
613,THE HEALTH WINNER,404 S FIGUEROA ST STE 401-A,
614,"NOODLE WORLD, JR",6118 W SUNSET BLVD,
615,FOLLIERO'S PIZZA AND DELI,5566 N FIGUEROA ST,
616,PHAROS,2999 W 6TH ST 105,
617,D' AMORE FAMOUS PIZZA,8369 W 3RD ST,
618,HOTEL BEL AIR EMPLOYEE CAFE,701 STONE CANYON RD,
619,EL TEXANITO #2,4501 S ALAMEDA ST # J7,
620,THE HOLY GRILL,8975 W PICO BLVD,
621,NODA SUSHI,818 WILSHIRE BLVD STE #C,
622,CAT AND FIDDLE,742 N HIGHLAND AVE,
623,LEMONADE,250 S GRAND AVE,
624,MEXICAN GRILL,830 SAN JULIAN ST,
625,FROMA ON MELROSE,7960 MELROSE AVE,
626,DIANE MARKET,801 N MARIANNA AVE,
627,BERRIS KITCHEN,11078 SANTA MONICA BLVD,
628,CARLS JR #321,2912 S FIGUEROA ST,
629,TACOS POR FAVOR,11901 W OLYMPIC BLVD,
630,LA COLISEUM,3911 S FIGUEROA ST,
649,GOLDEN BIRD,13501 S AVALON BLVD,
650,POPEYES,1653 E 103RD ST,
651,GREEN ORANGE ICE CREAM,12003 S AVALON BLVD STE #105,
652,SOL FISH MARKET,12000 S CENTRAL AVE,
653,MAGIC FINGERS EAT EM UP,1116 E EL SEGUNDO BLVD,
654,OAXACA CAFE ANTOJITOS AND JUICE,1211 E CENTURY BLVD,
655,SUBWAY SANDWICHES 13941,1657 E 103RD ST,
656,BILTMORE HOTEL GRAND AVE BAR,506 S GRAND AVE,
657,SPRING FOR COFFEE/ SESTAN JUICERY,530 S GRAND AVE,
658,BERNARDS AVALON GRILL,11913 S AVALON BLVD,
659,MCDONALD'S #2368,5223 W CENTURY BLVD,
660,SUBWAY #60767,1600 S HOOVER ST,
661,SUBWAY #26578,1139 S HILL ST STE 110,
662,MAYA RESTAURANT,200 S AVENUE 19 ST,
663,THE RESTAURANT DESTINATION,5249 W CENTURY BLVD,
664,LA RONDA,3531 E CESAR E CHAVEZ AVE,
665,LA BLANQUITA MARKET,4136 E CESAR E CHAVEZ AVE,
666,FOUR SEASONS SNACK BAR,2736 W PICO BLVD,
667,SHABU SHABU HOUSE,2218 SAWTELLE BLVD,
668,DEL TACO #862,1816 W IMPERIAL HWY,
669,PENALOZA MARKET,3223 CITY TERRACE DR,
670,I LOVE LA,380 WORLD WAY,
671,LA FLOR DE YUCATAN BAKERY DE,1800 S HOOVER ST,
672,UMAMI POKI / ASAKUMA SUSHI DELIVERY,11769 SANTA MONICA BLVD,
673,TACO BELL #26841,5307 W CENTURY BLVD,
674,SUPERIOR SUPER WAREHOUSE,5824 S VERMONT AVE,
675,Q BARGAIN CENTER,5544 SANTA MONICA BLVD,
677,YUM YUM DONUTS #59-E,1608 S HOOVER ST,
678,TAKE 5,404 S FIGUEROA ST LVL E,
680,CHINA EXPRESS,2331 E 4TH ST,
681,TAMALES LOS ANGELES,710 N EASTERN AVE,
682,SUBWAY,3991 S WESTERN AVE STE #3,
683,CLAUDIA'S NATURAL MEDICINE,5558 SANTA MONICA BLVD,
684,WESTCHESTER SENIOR CITIZEN C,8740 LINCOLN BLVD,
685,SKY BAR,545 S FIGUEROA ST,
686,"SAALABI,MAHMOOD",1740 S HOOVER ST,
687,LAMILL COFFEE,380 WORLD WAY,
689,JUGOS AND LICUADOS EL CHAPUL,3078 W PICO BLVD,
690,CBS TVC CAFE,7800 BEVERLY BLVD,
691,TOM'S BURGERS,3566 E 1ST ST,
692,D-TOWN BURGER BAR,216 W 6TH ST,
693,TRADER JOE'S #033,8645 S SEPULVEDA BLVD,
694,TRIMANA EXPRESS,1139 S HILL ST #AU- 140,
695,JONATHAN CLUB-BAKE SHOP,545 S FIGUEROA ST,
696,KALDI COFFEE,3147 GLENDALE BLVD,
697,BOBA LOCA,3121 GLENDALE BLVD,
698,JONATHAN CLUB CAPE CODE,545 S FIGUEROA ST,
699,SALLY'S SNACK SHOP,228 W 6TH ST,
700,EMPLOYEE CAFETERIA,545 S FIGUEROA ST,
701,CANDY ALLEY,13028 SAN VICENTE BLVD,
702,PIZZA KING,3993 S WESTERN AVE # #6,
703,QIN WEST CHINESE CUISINE,727 N BROADWAY STE 111,
704,KIM CHUY RESTAURANT,727 N BROADWAY STE 103,
705,6TH STREET MARKET,212 W 6TH ST,
706,MCDONALD'S #27507,505 W FLORENCE AVE,
707,KANPAI JAPANESE SUSHI BAR & GRILL,8736 S SEPULVEDA BLVD UNIT C,
708,JIN HEUNG CHINESE RESTAURANT,1930 W OLYMPIC BLVD,
709,ESCALA,3451 W 6TH ST,
710,HONG KONG BAN JUM 0410,2716 W OLYMPIC BLVD STE 107,
711,MIKE'S DELI,4859 W SLAUSON AVE STE #B,
712,GEORGE'S DRIVE-IN BOYLE HEIGHTS,2311 E CESAR E CHAVEZ AVE,
713,WINCHELL'S DONUT HOUSE #9445,101 W FLORENCE AVE,
714,AL AND BEAS RESTAURANT,2025 E 1ST ST,
715,KABUKI JAPANESE RESTAURANT,1545 N VINE ST,
716,LA EXPRESS - 1842,300 WORLD WAY # 338,
717,LITTLE JEWEL OF NEW ORLEANS,207 ORD ST,
718,DANAS CAFES & BOBA,4270 S VERMONT AVE,
719,GOLTONG CHICKEN,3625 W 6TH ST STE 120A,
720,CINCO,7241 W MANCHESTER AVE,
721,MO MO KOREAN RESTAURANT,980 S SAN PEDRO ST,
722,PEET'S COFFEE ANGEL CITY,300 WORLD WAY,
724,LAS FLAUTAS RESTAURANT,2713 E CESAR E CHAVEZ AVE,
725,SAKE HOUSE,3465 W 6TH ST #150,
726,BIZZY B'Z CAFE,5200 W CENTURY BLVD # 105,
727,TAQUERIA EL SOL & BAKERY,1949 E 1ST ST,
728,JEON JU RESTAURANT &  FOOD WAREHOUSE,2716 W OLYMPIC BLVD STE 101,
729,NORTHGATE MARKETS #38,944 E SLAUSON AVE,
730,BLUE WINDOW,300 WORLD WAY,
731,BAHIA ENSENADA RESTAURANT,2605 E CESAR E CHAVEZ AVE,
732,MIJACALITO RESTAURANT,2319 E CESAR E. CHAVEZ AVE,
733,THANKYOU MARKET,307 E 11TH ST,
734,LA PLACITA DEL D&F RESTAURAN,1859 E 1ST ST,
735,ROSS STORES #247,5339 W CENTINELA AVE,
736,TOE BANG CAFE,3465 W 6TH ST STE 110,
737,LA FAMILIA RESTAURANT AND BAR,300 WORLD WAY # 333,
738,RALPHS MARKET #210,11727 W OLYMPIC BLVD,
739,LIQUOR BANK MEAT & MARKET,3753 W SLAUSON AVE,
740,BLISS,3465 W 6TH ST # 200,
741,CASA INDIA,348 S BROADWAY,
742,BURGERIM,2535 S BARRINGTON AVE,
743,WINGSTOP,5857 S CENTRAL AVE STE 170,
744,GAME SPORTS BAR AND GRILL,5630 W MANCHESTER AVE,
745,JANGCHUNG PYUNGANDO JOKBAL,2716 W OLYMPIC BLVD # 104,
747,LA DDONG GGO,528 S WESTERN AVE,
748,TRUXTON AMERICAN BISTRO,8611 TRUXTON AVE,
749,MARISCOS EL KORA LE NAYARIT,4863 HUNTINGTON DR N,
750,URBAN RADISH MARKET,661 IMPERIAL ST,
751,TRATTORIA  NATALIE,8681 W PICO BLVD,
752,BLUE RIBBON SUSHI BAR & GRILL,189 THE GROVE DR # 0-10,
753,SUBWAY #40374,539 E FLORENCE AVE # #B,
754,CHEVRON 55944,11951 W OLYMPIC BLVD,
756,THE HIGHLAND CAFE,5010 YORK BLVD,
757,PIZZA BANDIT,6201 WHITTIER BLVD,
758,ROBEK'S JUICE,1528 N VERMONT AVE # #B,
759,CHIPOTLE MEXICAN GRILL #1913,3183 WILSHIRE BLVD #195,
761,ARMON'S RESTAURANT,5056 EAGLE ROCK BLVD,
762,RENDEN HOLDINGS INC,3407 W 6TH ST STE 110,
763,PLAZA DEL CENTRO,1801 W 8TH ST,
764,"WACKY WOK, INC.",8919 S SEPULVEDA BLVD,
765,VISTA THEATRE,4473 W SUNSET BLVD,
766,CHURCH'S FRIED CHICKEN #959,5325 S FIGUEROA ST,
767,TRIMANA COMMONWEALTH,600 S COMMONWEALTH AVE STE 100,
768,DENNY'S #1865,400 N VERMONT AVE,
769,YOSHINOYA #1239,539 E FLORENCE AVE # C,
770,ANGEL FOOD DONUT,761 UNION AVE,
771,LA ESQUINA RESTAURANT #2,4159 EAGLE ROCK BLVD,
772,DOMINIQUE ANSEL-BAKERY,189 THE GROVE DR # H-10,
773,RAMEN OF YORK,5051 YORK BLVD,
774,BOSTON MARKET #850,8901 S SEPULVEDA BLVD,
775,BREAKERS KOREAN  BBQ,695 S VERMONT AVE # 110,
776,TARGET STORE T-3262,4211 EAGLE ROCK BLVD,
777,ABBY'S DINER,4862 EAGLE ROCK BLVD,
778,JACK IN THE BOX # 3215,1900 W 6TH ST,
782,PERFECT DONUT,6363 S ALAMEDA ST,
783,EDIBLE ARRANGEMENTS,5929 E WHITTIER BLVD,
784,FRIDA,10853 LINDBROOK DR,
785,MELODY BAR,9132 S SEPULVEDA BLVD,
786,WANDERLUST CAFE,1357 N HIGHLAND AVE,
787,M & A AROMA,3680 WILSHIRE BLVD STE 301,
788,PETE'S BLUE CHIP BURGER,1701 COLORADO BLVD,
789,DOMINO'S PIZZA,7220 W SUNSET BLVD,
790,COFFEE SHARP,3421 W 6TH ST,
791,APETIT,3200 WILSHIRE BLVD STE 105,
794,5K'S MEXICAN GRILL/EL POTRILLO CAFE,210 N VIRGIL AVE,
795,HAPPY DONUTS,4157 EAGLE ROCK BLVD STE 5,
796,SEONG BUK DONG,3303 W 6TH ST,
797,AFC SUSHI @ VONS #2655,7311 N FIGUEROA ST,
798,CLASSIC THAI RESTAURANT,1708 COLORADO BLVD,
799,SUBWAY 46382,8600 S CENTRAL AVE,
800,NAAN HUT,11551 SANTA MONICA BLVD # #2,
801,NEWS CAFE,10201 W PICO BLVD,
802,BOTTEGA LOUIE,700 S GRAND AVE,
803,DOME THEATRE,6360 W SUNSET BLVD,
804,MOODAEPO II,3014 W 7TH ST,
805,A SIMPLE BAR,3256 CAHUENGA BLVD W,
806,MR MARCEL RESTAURANT & DELI,6333 W 3RD ST STE #236,
807,ITS BOBA TIME,2255 COLORADO BLVD,
808,JUICY APPLE,6608 COMPTON AVE,
809,LEVEL I CONCESSION,6360 W SUNSET BLVD,
810,THAI TASTE RESTAURANT,2328 FLETCHER DR # #5,
811,TACO BELL #26840,12011 VENICE BLVD,
812,BEVERAGE WAREHOUSE,4935 MCCONNELL AVE,
813,INDIA VEGAN & VEGETARIAN RESTAURANT,2830 FLETCHER DR,
814,JUNIOR'S MARKET,1905 WILSHIRE BLVD,
815,MCDONALD'S # 25642,1660 W VENICE BLVD,
816,GUS'S LUNCH BOX,2320 FLETCHER DR,
817,YOSHINOYA #1238,1900 S SAN PEDRO ST,
818,ROSEN MUSIC STUDIO,3488 W 8TH ST,
819,AFC SUSHI @ RALPHS #32,3410 W 3RD ST,
820,DOWNTOWN WOMENS CTR KITCHEN,442 S SAN PEDRO ST,
821,YOGURTLAND,5045 EAGLE  ROCK BLVD,
823,COFFEE TIMES DONUT,5333 MAIN ST,
824,LA FLOR DE MAYO,1323 E FLORENCE AVE,
825,LEVEL II CONCEPSSION,6360 W SUNSET BLVD,
826,MOE'S CAFE,10201 W PICO BLVD,
827,COSTCO WHOLESALE #130,2901 LOS FELIZ BLVD,
828,UPSTAIRS BAR,6360 W SUNSET BLVD,
829,KOSHER PIZZA STATION,8965 W PICO BLVD,
830,LOS NUEVOS VOLCANES,4521 DUNHAM ST,
831,PLATO RESTAURANT,3474 W 8TH ST,
832,MONSIEUR MARCEL,6333 W 3RD ST # 150,
833,YUM YUM DONUTS FRANCHISE 9147E,5836 W MANCHESTER AVE,
834,SUSHI A GO GO,6333 W 3RD ST STE #434,
835,FLAMING POT,2222 SAWTELLE BLVD,
836,STARBUCKS COFFEE #11991,3242 W CAHUENGA BLVD W,
837,CAMILAS COFFEE & SNACKS,1911 E GAGE AVE J-6,
838,TOM & GEORGE,707 S GRAND AVE,
839,OLIVE LIVE CAFE,4054 W 3RD ST,
840,CAFE KOROBKGUR,3464 W 8TH ST,
841,LITTLE CAESAR #5909,1910 S SAN PEDRO ST,
842,STEVEN'S DELI,2232 ENTERPRISE ST,
843,SOUTHERN CALIFORNIA PIZZA CO LLC,5213 E WHITTIER BLVD,
844,FRITZI COOP,6333 W 3RD ST STE #742,
845,JUANITA CAFE,717 S BROADWAY,
846,LA SOO WON GALBI,856 S VERMONT AVE STE C,
847,SANUKI SANDOU,3760 S CENTINELA AVE # 115,
848,GRUB,911 SEWARD ST,
849,NAYEB RESTAURANT,1300 S LOS ANGELES ST STE #D,
850,SUPA COFFEE,1173 S ROBERTSON BLVD,
851,BROADWAY DELI,659 S BROADWAY ST # 104,
852,THE GUMBO POT,6333 W 3RD ST #312,
853,RAHEL VEGAN CUISINE,1047 S FAIRFAX AVE,
854,EL JALAPENO,854 S VERMONT AVE,
855,MISASA,3760 S CENTINELA AVE,
856,KISS PIZZA AND DELI,609 1/2 S BROADWAY,
857,EL SERRANO MEXICAN GRILL,3818 E CESAR CHAVEZ AVE,
858,SUSHI 101,930 S ROBERTSON BLVD #A,
859,TAQUERIA OF HOLLYWOOD,6751 SANTA MONICA BLVD,
860,TWO BOOTS PIZZA,828 S BROADWAY,
861,CHURCH'S FRIED CHICKEN #1191,6210 S BROADWAY,
862,CARL'S JR/GREEN BURRITO,708 S BROADWAY,
863,MOISHE'S,6333 W 3RD ST 336,
864,CAFE PARADOX,1032 S FAIRFAX AVE,
865,SANTOUKA,3760 S CENTINELA AVE # #165,
866,KENTUCKY FRIED CHICKEN,708 S BROADWAY,
867,SUPERIOR GROCERS #113,3600 E CESAR E CHAVEZ AVE,
868,BARHAM CAFE,3800 BARHAM BLVD # 106,
869,DOMINO'S PIZZA,5401 S FIGUEROA ST STE #8,
870,SAM'S DONUT,5401 S FIGUEROA ST,
871,ALAMEDA SNACK SHOP,4501 S ALAMEDA ST # W-09,
872,MILK JAR COOKIES LLC,5466 W WILSHIRE BLVD,
873,MARVISTA RANCH MARKET MEAT,12420 VENICE BLVD STE 105,
874,LA TAPATIA MEAT MARKET,3319 N EASTERN AVE,
875,NATALEE THAI,998 S ROBERTSON BLVD,
876,KONY PIZZA,1101 GAYLEY AVE,
877,SUPER BIONICOS ICE CREAM,4501 S ALAMEDA ST # J1,
878,"SPECIALTY'S CAFE & BAKERY, INC",400 S HOPE ST STE 110,
879,BASKET BURGER,1264 S ATLANTIC BLVD,
880,TOASTED AND ROASTED,7311 MELROSE AVE,
881,TOM'S JR BURGERS #4,1500 E SLAUSON AVE,
882,UN SOLO SOL KITCHEN,1818 E 1ST ST,
883,JOE'S PIZZA,613 S SPRING ST,
884,JERSEY MIKE'S SUBS STORE-20229,2664 GRIFFITH PARK BLVD,
885,LITTLE CAESARS,10315 S AVALON BLVD,
886,CREPE EXPRESS,529 W 6TH ST,
887,LOS ANGELES NEW YORK PIZZA,518 W 6TH ST,
888,HAZEL MEAT MARKET,4730 E OLYMPIC BLVD,
889,PIARA PIZZA,11151 AVALON BLVD STE 102,
890,SUBWAY #43422,10317 S AVALON BLVD,
891,ANGELO'S BAKERY & FOOD,5118 WHITTIER BLVD,
892,SKIRBALL CENTER SUPPORT KITCHEN- NORTH BUILDING,2701 N SEPULVEDA BLVD,
893,CASA MONTEJO RESTAURANT,1125 W 6TH ST UNIT 105,
894,TOMATO PIE PIZZA,2457 HYPERION AVE # B,
895,STARBUCKS COFFEE #624,7624 MELROSE AVE,
896,LA POBLANA MEAT MARKET #2,5111 E OLYMPIC BLVD,
897,PORKY'S RESTAURANT MEXICAN FOOD,4560 WHITTIER BLVD,
898,ANDY'S DOUNT,10127 S AVALON BLVD,
899,COURTYARD CAFE,8939 S SEPULVEDA BLVD STE 107,
900,ZEIDLERS CAFE,2701 N SEPULVEDA BLVD,
902,YOSHINOYA #1243,1004 W SLAUSON AVE,
903,LA CHOUQUETTE,7350 MELROSE AVE # C,
904,SKIRBALL CENTER MAIN KITCHEN,2701 N SEPULVEDA BLVD,
905,MADAME MONSIEUR,512 W 6TH ST,
906,TAMAYO RESTAURANT,5300 E OLYMPIC BLVD,
907,MI CABANA CAFE,1224 S ATLANTIC BLVD,
908,SANDRA'S TAMALES,5390 WHITTIER BLVD,
910,ALEX BURGERS,4767 E OLYMPIC BLVD,
911,YEYA'S,1816 E 1ST ST,
912,LA FIESTA 99 CENTS PLUS RETA,1100 N WESTERN AVE # #101,
913,BLACK ARROW COFFEE,2833 1/2 HYPERION AVE,
914,SKIRBALL BANQUET KITCHEN,2701 N SEPULVEDA BLVD,
916,JUICE CRAFTERS,2740 N GRIFFITH PARK,
917,SUBWAY,630 W 6TH ST 110C,
918,IN-N-OUT BURGER #117,9131 S SEPULVEDA BLVD,
919,CASA FINA RESTAURANT AND CANTINA,1842 E 1ST ST,
920,MI RANCHITO,2325 E 1ST ST,
922,RODDED RESTAURANT,5623 HOLLYWOOD BLVD,
923,JAMBA JUICE #661,3800 WILSHIRE BLVD STE 110A,
924,DREAM HOTEL,6417 SELMA AVE,
925,THE RESCUE DOGE CAFE,240 N VIRGIL AVE UNIT 12,
926,THE CAFE,3700 WILSHIRE BLVD STE 108,
927,PEPERONE,6603 HOLLYWOOD BLVD,
928,CAFE SCENT,3680 WILSHIRE BLVD # P01,
929,BEACH PIZZA,8601 LINCOLN BLVD STE #150,
930,KING FOOD,100 E PICO BLVD,
932,ROMAN'S PIZZA,240 N VIRGIL AVE STE #5,
933,MARINO RISTORANTE,6001 MELROSE AVE,
934,WICHES ON WILSHIRE,3800 WILSHIRE BLVD STE 110B,
935,STAPLES CENTER (LEVY),1111 S FIGUEROA ST,
936,BROKEN SPANISH,1050 S FLOWER ST STE 102,
937,SUSHI FUMI,359 N LA CIENEGA BLVD,
938,HAWKINS HOUSE OF BURGERS,11603 1/2 S SLATER ST,
939,URBAN MASALA,6554 HOLLYWOOD BLVD,
940,FU'S PALACE,8751 W PICO BLVD,
941,MACEDONIA HOUSE OF HOPE,11101 S WILMINGTON AVE,
942,YOUNG DONG RESTAURANT,3828 W WILSHIRE BLVD,
943,COLOMBO'S ITALIAN STEAKHOUSE,1833 COLORADO BLVD,
944,GELSON'S MARKET,2725 HYPERION AVE,
945,EL CHOLO,1037 S FLOWER ST,
946,AROMA JUICE BAR,3680 WILSHIRE BLVD STE T02,
947,WET DOCUMENT,3850 WILSHIRE BLVD #107,
948,WESTCHESTER GOLF COURSE S BA,6900 W MANCHESTER AVE,
949,THE HUNGRY PIG LLC,2920 W TEMPLE ST,
950,LITTLE CAESAR,1321 ECHO PARK AVE,
953,ALEX SANDWICH,1242 S SANTEE ST # A,
955,M GRILL,3832 WILSHIRE BLVD STE 202,
956,PANADERIA AMARILLA,1201 SANTEE ST,
957,SAKURA RESTAURANT WAREHOUSE,4543 S CENTINELA AVE,
958,ECHO PARK DONUTS,1411 ECHO PARK AVE STE 105,
959,LA LUNA RESTAURANT,2333 E 1ST ST,
960,SALVAGE BAR,717 W 7TH ST,
961,MERCADO,3413 CAHUENGA BLVD,
962,PRESIDENTE RESTAURANT,18441 DEVONSHIRE ST,
963,VALERIE,1665 ECHO PARK AVE,
964,K'S DONUT EMPORIUM,10608 VENTURA BLVD,
965,BIG DADDY'S SHACK,79 WINDWARD AVE,
966,QUADLINE LLC/TESTA,1111 HOPE ST # 100,
968,SECRET RESTAURANT,6541 HOLLYWOOD BLVD # 105,
970,CHANGO,1559 ECHO PARK AVE,
972,EL ZARAPE TAQUERIA,5203 1/2 FOUNTAIN AVE,
